geneSymbol,log2FC,p_value,FDR,type
HNG_036797,0.36467364970413074,0.04868112287095,0.3339372525404841,NS
1700026J04Rik,-0.3418000283831284,0.048683873268044485,0.3339372525404841,NS
Ifngr2,-0.20131857414707444,0.048724455856594635,0.3340296628547237,NS
Oas1a,0.1570851971692484,0.04872418483044356,0.3340296628547237,NS
Ces2b,-0.09907135873772448,0.04873234812003448,0.3340296628547237,NS
Gm16421,-0.05148243257539774,0.04872221350655661,0.3340296628547237,NS
Pcsk6,-0.2591796154134748,0.048750137569174845,0.3340916070539573,NS
6330403A02Rik,-0.15258854098994923,0.048827791980067856,0.3345637184460869,NS
HNG_014687,-0.07537433879001501,0.04885710995380905,0.33464446458941305,NS
Tdg,-0.24219340241844378,0.04884954638857134,0.33464446458941305,NS
Olfml2a,-0.20725892171600513,0.049003617624479814,0.33552755012764907,NS
Lsm10,0.2192439347601347,0.04900018107471271,0.33552755012764907,NS
Gstz1,-0.05920645486971221,0.049038729050979515,0.3357077412722364,NS
Cnpy3,-0.11542978595866771,0.049077250905276364,0.3357306131821164,NS
Hgf,0.2951552647702087,0.049072675359812315,0.3357306131821164,NS
Pkn1,-0.2945602316637457,0.049068158547601354,0.3357306131821164,NS
HNG_010052,0.1707564724043773,0.04906525583784269,0.3357306131821164,NS
Trpa1,0.13472580311896948,0.04911192393017547,0.3357313067713369,NS
D6Wsu163e,-0.13632731986482582,0.04909690539537456,0.3357313067713369,NS
Fcgr4,-0.21848647688394962,0.04910215167180834,0.3357313067713369,NS
Dlgap5,-0.7535888022024047,0.04911253319216036,0.3357313067713369,NS
HAG_018770,0.515782798774576,0.04916902680468953,0.3358464709583015,NS
Trdmt1,0.14042337119400639,0.04916587513516701,0.3358464709583015,NS
Hist1h4f,-0.10362839675631652,0.049156546703429636,0.3358464709583015,NS
Zfp507,-0.26666006718084656,0.04916911868529024,0.3358464709583015,NS
6430562O15Rik,0.3283023713429922,0.049173371219374075,0.3358464709583015,NS
HNG_023113,-0.20506016326929766,0.04919692602036414,0.33588715078686104,NS
HNG_027319,-0.2592570510312725,0.049195778804375014,0.33588715078686104,NS
HND_000907,0.30728668372452544,0.04921557261345551,0.33593011790987065,NS
Zscan10,0.09222430816869806,0.04922082022084005,0.33593011790987065,NS
Agphd1,0.2563877387653023,0.04925894376081076,0.33613021116154246,NS
HNG_006717,0.421573757441833,0.04930288579785232,0.3363699297007361,NS
Col14a1,-0.5983938278302384,0.049325260587609325,0.3364624458810263,NS
Socs1,0.34895745631590014,0.04935151319981025,0.33658137606988686,NS
Gm20110,0.05045273820449013,0.04938610454845368,0.3367530812911331,NS
Nfe2,0.13350464130786577,0.04941185193751833,0.3367530812911331,NS
HNG_038897,0.17291892611371906,0.04941197758335001,0.3367530812911331,NS
Syt7,0.18856279780066615,0.04940592361987612,0.3367530812911331,NS
Diras2,-0.5794419586404473,0.049420985838320455,0.33675435048560665,NS
HND_003877,-0.5348918113511489,0.04943747105285403,0.33678641816535443,NS
Mustn1,-0.2770612474051099,0.049443337718711254,0.33678641816535443,NS
B9d2,-0.25038643083173273,0.049482132251315175,0.3369905356462449,NS
HNG_020956,0.6820958711308482,0.04949296641544858,0.337004194436408,NS
Gpr98,-0.04250110669371617,0.04953455681185818,0.3372272342825487,NS
Hmmr,-0.648026347895799,0.04957282389437771,0.33741282131024464,NS
Homez,0.16553349347266444,0.049579495827548,0.33741282131024464,NS
Raf1,-0.1577241212391458,0.04962025115243693,0.33762998698588637,NS
Cbfa2t2,-0.060597346937769636,0.049666556458541365,0.3378848321396259,NS
HNG_038958,0.09992972826907126,0.049686642447265957,0.33796124652477477,NS
Nespas,-0.10985485580633787,0.04971012642830588,0.3380005247633224,NS
HNG_025818,0.5185883638362068,0.04970556514450035,0.3380005247633224,NS
AK133650,0.2570076711567184,0.049725461760803086,0.3380445817156501,NS
Tmprss7,-0.24055486683771626,0.04978269075478346,0.3380751036695845,NS
Fibp,0.1510448146980483,0.04979157161073347,0.3380751036695845,NS
HNG_019755,0.20963061944038552,0.04975035589032068,0.3380751036695845,NS
Ergic3,0.1724478868768724,0.04979194783690674,0.3380751036695845,NS
Nit2,0.19408926104392066,0.04976029739065915,0.3380751036695845,NS
Sat2,0.24125144105202886,0.04974058848144282,0.3380751036695845,NS
Sos1,0.10586407269397924,0.04977149535362225,0.3380751036695845,NS
9030619P08Rik,-0.39368802672177194,0.04983086143736212,0.3382791468587919,NS
Fbxl5,0.11869141372676228,0.04984404750013458,0.3383013047007081,NS
HNG_035076,0.36874226167044105,0.04985185054336905,0.3383013047007081,NS
HNG_040336,0.13600204187712,0.049870441889951836,0.338367313868333,NS
Slc35c1,0.13216371714122221,0.04989058282974813,0.3384438115829297,NS
Them4,0.2515355738404237,0.049911476002802505,0.3385253841469398,NS
Dnahc7b,-0.20763372055741836,0.049945333362598474,0.338694841911016,NS
Ube2h,0.19908018922356696,0.049965216044322365,0.33876948967031495,NS
HAG_018475,0.3713192592817993,0.04997457642119655,0.33877278123777566,NS
1700001L19Rik,0.07252054307612621,0.05004998407305605,0.3389998750870563,NS
Gm12022,0.22524031231306288,0.05005520513288286,0.3389998750870563,NS
Tmem86b,-0.8015623861235222,0.050049949131763256,0.3389998750870563,NS
Ddx43,0.27994723621575957,0.05005543898014085,0.3389998750870563,NS
DQ715667,-0.1732339599176087,0.050061361622805625,0.3389998750870563,NS
HNG_007960,0.10667646263080255,0.05005441516029578,0.3389998750870563,NS
Pzp,0.050227486723929404,0.050085848789683564,0.3391055374245834,NS
Zfp362,-0.18849373641394784,0.050101606167537484,0.3391520678537402,NS
Tmem140,0.20327914494703947,0.0501372105783124,0.3393329081906633,NS
Rnf138,0.22827579218768435,0.050154334622124645,0.3393367780692209,NS
Agtpbp1,0.20821710729474674,0.05016445139486046,0.3393367780692209,NS
Ovol1,-0.3255772282843732,0.050157792202256496,0.3393367780692209,NS
Hoxc4,0.3040572872874901,0.05018068261356081,0.3393864310284981,NS
Dhx9,-0.17444445097572014,0.0502099263062131,0.3395240579204192,NS
Setdb2,-0.21851240760164004,0.050236862504037465,0.3396460269663712,NS
Ddit4,0.21755294559073945,0.05024575904534995,0.3396460269663712,NS
Stard10,-0.23125267322624854,0.05027203626315156,0.33970334010214576,NS
A630033H20Rik,0.36328986815633657,0.05027184415783305,0.33970334010214576,NS
Vezt,-0.23478151932376257,0.05028538147041043,0.339733377254603,NS
Nxf3,0.20972915049382734,0.05030715503021735,0.3398203365445862,NS
Msx1,0.12304370914754761,0.050324141906133046,0.33987493716222766,NS
Tmie,0.4813643543491577,0.0503422551746036,0.3399157532962396,NS
Thbs4,-0.19333658748627736,0.050356899949969475,0.3399157532962396,NS
HNG_009273,-0.10240410686516893,0.050355083389131305,0.3399157532962396,NS
Zfand3,0.052138804088025736,0.050379864209560275,0.34001063942845383,NS
4930544O15Rik,0.13131691206374208,0.050413064106676064,0.3401144367409047,NS
Zmynd15,0.7944844831601996,0.05040443858407184,0.3401144367409047,NS
Msrb2,0.1428084156649998,0.050433445682900035,0.34019181632932677,NS
Dnajb2,0.2642913431531628,0.05051065339815662,0.3406524136951298,NS
1700112E06Rik,0.20054230330456324,0.05056113695012625,0.3409326478820383,NS
Acyp2,0.15254723038846763,0.05059716996462597,0.3411153606304667,NS
HNG_039642,0.5411600697609211,0.050626479411840626,0.3411924385785276,NS
Izumo1,0.4274647412733251,0.05062053776554909,0.3411924385785276,NS
Pnpo,0.32586240679844813,0.05064824571756648,0.3412788765279696,NS
Cda,0.24988940616123967,0.050715751759762784,0.3416734338463934,NS
Gyg,0.28772841779692104,0.05073308897378266,0.341729922764643,NS
Sssca1,-0.1866809281153219,0.05074937007398549,0.3417792791926913,NS
Fbxw4,-0.2552695741469413,0.05082552105405042,0.3422317498104097,NS
HNG_002095,-0.10572393944594777,0.050855407413186976,0.34237259466951914,NS
BC013529,0.278759013568159,0.05094162387946706,0.3428925527644184,NS
Park2,0.34936108913995234,0.050957318535685345,0.34293772269819833,NS
Phactr4,-0.27305520370417824,0.05099804543698919,0.3431513115495772,NS
Arxes2,0.20777969151078302,0.05110792898693273,0.3437073104700311,NS
Hnrnpul1,-0.24474747452348922,0.05114102785119173,0.3437073104700311,NS
"AK082264,Arhgef4,mKIAA1112",0.13449667348033859,0.051143705424650965,0.3437073104700311,NS
Zwilch,-0.5353272394665138,0.051138518581038794,0.3437073104700311,NS
Tomm40,-0.2282598018535822,0.051117772513696876,0.3437073104700311,NS
HNG_025826,-0.10606317244423208,0.05112850731001366,0.3437073104700311,NS
Psmc3ip,-0.2794687901635933,0.05109399046958261,0.3437073104700311,NS
HNG_033778,-0.14388774913060673,0.05116828074348398,0.34381193672597615,NS
Ints6,-0.16286319540279237,0.05118729833661662,0.34387918903648884,NS
Kdelc2,0.08467149243192829,0.05121021471143929,0.34390530917868956,NS
Setdb1,-0.3634888832269487,0.05122706163553818,0.34390530917868956,NS
Hnrnpm,-0.1688910501673515,0.05122722382872338,0.34390530917868956,NS
Nr4a3,-0.15216612688604272,0.051226013277041814,0.34390530917868956,NS
Pkib,-0.5262793501116101,0.05128488499358944,0.3442318674125719,NS
"Ddx5,Mir3064",-0.19151179705258237,0.05129783586375737,0.34425075031800095,NS
Ssbp3,-0.10890732311567763,0.05130573505603865,0.34425075031800095,NS
HNG_002475,0.10109658541219581,0.05132195864944181,0.3442990870942869,NS
Fam18b,0.23673194290527722,0.05137737586978328,0.3444825784640718,NS
HAG_038774,-0.09215424140115491,0.05138540819905755,0.3444825784640718,NS
HNG_024196,0.17754827998419487,0.05138123489528323,0.3444825784640718,NS
Mrps31,-0.08955392111092486,0.051377294749080156,0.3444825784640718,NS
HNG_041044,0.28507333051264466,0.05140504081017111,0.34455368179207224,NS
HNG_003043,0.2267680776748679,0.0514155502993252,0.34456362114217726,NS
Gm12993,0.12171855547916494,0.05144058330284835,0.3445898286048138,NS
BC049715,-0.14370653771467973,0.051433965859546855,0.3445898286048138,NS
Cpsf4,-0.20146803206780817,0.051446542838175464,0.3445898286048138,NS
Net1,0.12073089322920616,0.051476598457547595,0.34460973628928565,NS
Wls,0.33060372368411617,0.05146076082735611,0.34460973628928565,NS
HNG_036470,-0.40744295643850115,0.05146806435147328,0.34460973628928565,NS
HND_003431,-0.09511899909567544,0.051491785024426,0.344650958785269,NS
Laptm4a,0.37897754514181337,0.05151615393192217,0.3446931863083844,NS
HNG_033944,0.14623280708616337,0.05151372378852805,0.3446931863083844,NS
Mms19,-0.09212447828711756,0.05153409309319455,0.3447400573444424,NS
Tmem44,-0.4063196912545197,0.051541221504367934,0.3447400573444424,NS
Sirpa,-0.2132976801065487,0.05157749854000271,0.34488886333253016,NS
HNG_025702,0.3101116176217939,0.05159960962202871,0.34488886333253016,NS
B4galt3,-0.14008485533265524,0.05159960484548328,0.34488886333253016,NS
Thbs2,0.25783166726498674,0.05158680585775062,0.34488886333253016,NS
HNG_022803,0.7793914025210287,0.051616503535603486,0.3449413818209132,NS
Pcnx,-0.23674724173676154,0.05163227933174303,0.34498641110647554,NS
HNG_020116,0.05663098855886632,0.05164558560220774,0.3449913439801099,NS
Ddx1,-0.07929419288135797,0.05165109323185393,0.3449913439801099,NS
Mmrn2,-0.2072930436806949,0.05168922409543477,0.3451856301908565,NS
Bcar1,-0.10599129190978615,0.051709472705518664,0.3452604499064297,NS
Imp4,-0.09303661152021991,0.051731174746635154,0.345284560662451,NS
Gm6307,-0.3233182787532529,0.0517286898055246,0.345284560662451,NS
Slc4a1ap,-0.3069742549401244,0.051790332651872134,0.34543331699089064,NS
Mtap4,-0.2365861287962563,0.051792615928944755,0.34543331699089064,NS
Ddah2,-0.17484954280883436,0.051797802158167254,0.34543331699089064,NS
HND_000728,0.16805715902945767,0.05179669255532953,0.34543331699089064,NS
Hspa5,-0.1863577262085343,0.051798708646543484,0.34543331699089064,NS
Ngfrap1,-0.11938857039087836,0.051825684058944256,0.34547337303552095,NS
BC017612,0.1363700775687593,0.05183365005986251,0.34547337303552095,NS
Cherp,-0.3133241980174626,0.05184091692202305,0.34547337303552095,NS
Coro1c,-0.06439455255397508,0.05182936678304372,0.34547337303552095,NS
Kazn,0.3047061708327927,0.05187322362289366,0.34562832817823297,NS
1200014J11Rik,-0.10902734795550018,0.051928420172773916,0.34593571637611276,NS
H2-M3,0.20827114319421103,0.05195107069381507,0.34602622064636346,NS
"Galr3,Gcat",0.29129951011055777,0.0519631556123997,0.34604633217664366,NS
Ttc15,-0.12704336989140064,0.05199140071415134,0.3461740359428894,NS
Tm9sf2,0.3964695938864127,0.052013109620242796,0.3461978065255289,NS
Kctd7,-0.17013193484242084,0.05200622932300052,0.3461978065255289,NS
HAG_037021,0.20612685051318813,0.05202273754289116,0.3462015232718343,NS
HAG_001856,0.2888007706460421,0.05209969489025072,0.34655034728276307,NS
Gm10858,0.04880086875181695,0.052092732891198326,0.34655034728276307,NS
Dnaja2,0.13081967220550705,0.05210239031373198,0.34655034728276307,NS
Tmem184b,-0.07224519419920927,0.052164236861722536,0.346901262976598,NS
Dhcr24,0.19707149409165936,0.052191127695674785,0.347019635324734,NS
Hspa12a,0.28623507264431336,0.05220654719057731,0.3470617066107135,NS
Osm,-0.5087937921490973,0.05228769707260423,0.34748014844280095,NS
Scaf8,-0.11225149545807955,0.05227954320491423,0.34748014844280095,NS
HAG_021619,0.5780449934374006,0.052302690913282164,0.34751928938934845,NS
HNG_037019,0.20104087295975193,0.052429322857630994,0.3482394487770124,NS
HNG_025602,0.13569232686208788,0.05242911524748931,0.3482394487770124,NS
Eef2k,-0.17036938369898635,0.05244501276378417,0.3482830597110594,NS
HNG_034034,0.040232954003627946,0.05248576922529934,0.3484930914712344,NS
Nol10,-0.24149838995929418,0.05251097108980246,0.3485997892939025,NS
AK085533,0.04022986937767624,0.05255465560327475,0.3486496786551863,NS
Gm6639,-0.09096395250815642,0.05255155109039774,0.3486496786551863,NS
AK008222,-0.3275823661466666,0.05255502072152211,0.3486496786551863,NS
Sp110,-0.13602611063472292,0.05254896223423375,0.3486496786551863,NS
"ENSMUSG00000073777,Gm3168",-0.2640818564907448,0.0526108458410409,0.3487775629461989,NS
Adam12,-0.15278097266277973,0.052609156559629174,0.3487775629461989,NS
Vars,-0.1529335747917333,0.052584251463321074,0.3487775629461989,NS
Snora81,-0.39723649810637096,0.05259719894128365,0.3487775629461989,NS
Gprc5b,-0.15847759316859555,0.052641335973115974,0.34891909650386926,NS
Nrbf2,-0.1391604020235171,0.052681728233048376,0.3490883258080465,NS
Sirt1,0.21281815131149084,0.05268515783768615,0.3490883258080465,NS
5730460C07Rik,-0.19304162587433593,0.052723278627537465,0.34928028319513366,NS
Palld,-0.13732437185158464,0.05274694736079096,0.34931583529772947,NS
Dmrtc1a,0.3780068457623551,0.05274521817853563,0.34931583529772947,NS
Tmem206,-0.13348569234172736,0.05275838934637406,0.34933100401210593,NS
Zwint,-0.12967766808804715,0.052802280088845986,0.3495609843134632,NS
Prss41,0.23262619037101318,0.0528131486885887,0.34957230999493805,NS
HAG_001930,-0.44869874806005994,0.05282860547336962,0.3496139958615578,NS
Man2b2,0.07590581414524067,0.05290143690103841,0.34998798989461133,NS
Pde8b,-0.1364628975680442,0.052903455456667386,0.34998798989461133,NS
Rpsa-ps5,0.18675696398836417,0.052918787859499605,0.3500287593437565,NS
HAG_010599,0.1446004101120053,0.05295179724703545,0.35018641796844024,NS
B930007M17Rik,0.09626461308678419,0.05297873639468114,0.3503038845760902,NS
Snx9,-0.17563163092871736,0.05299880257862509,0.35032811902916994,NS
HAG_024007,0.2512766855686215,0.053083355351166275,0.35032811902916994,NS
HAG_022565,0.3017138873798495,0.05303110051179208,0.35032811902916994,NS
Ppapdc3,0.24731812955427745,0.05307216073481014,0.35032811902916994,NS
HAG_019703,-0.4477023716104016,0.05308309563479203,0.35032811902916994,NS
Aif1,-0.37905451151164915,0.05307755864895485,0.35032811902916994,NS
Fdft1,0.19304161842295642,0.053079038113899385,0.35032811902916994,NS
HND_000417,-0.11298673986647999,0.053077688876008514,0.35032811902916994,NS
HNG_010905,0.1444097973317392,0.05307799133888049,0.35032811902916994,NS
Erlin2,0.2276972923489966,0.05302386621614709,0.35032811902916994,NS
Tifa,0.2705023320742006,0.05304952892546771,0.35032811902916994,NS
Mxd1,-0.22505799419835437,0.05309457549991128,0.3503415965397776,NS
HAG_018468,-0.1682361385751456,0.05317933171507134,0.35084020916482944,NS
HNG_005889,0.5672327051563557,0.05321631275227074,0.3510185435906874,NS
HNG_007029,0.054783142694468594,0.053224754540052883,0.3510185435906874,NS
AI414108,0.49423943776872736,0.05328781692320883,0.35113644731204896,NS
HNG_018275,0.18199386330198605,0.05333316654098476,0.35113644731204896,NS
Rpp25,0.10758815272128525,0.053329953103949015,0.35113644731204896,NS
Adssl1,-0.17481975773277458,0.05334381897628031,0.35113644731204896,NS
Gpd2,0.1365418985375353,0.05329707169826595,0.35113644731204896,NS
HNG_000128,-0.3347515215734962,0.053318167336560106,0.35113644731204896,NS
HNG_042777,0.2651460070807684,0.05334307209963177,0.35113644731204896,NS
C2cd3,-0.45318171224533543,0.05329324586290591,0.35113644731204896,NS
Zfp609,-0.5136104255618523,0.05333554364966564,0.35113644731204896,NS
DQ715729,0.4426906871002987,0.053299991404119715,0.35113644731204896,NS
Zscan22,0.1275814659270953,0.05327681358171727,0.35113644731204896,NS
Cobl,0.2801842081260568,0.05339531244398872,0.3514148045882651,NS
HNG_000147,-0.1187770101257513,0.053414853314101784,0.35148280998205367,NS
2410001C21Rik,-0.13813951875596509,0.05343844977054077,0.35157747408498485,NS
HND_001652,-0.6925960982866322,0.05348656141170283,0.3518333658810133,NS
HAG_024781,0.2107291412357828,0.05350384006160711,0.3518863857394326,NS
HNG_030789,0.3250477715148824,0.05352152817739511,0.351942079860039,NS
Fbxl17,0.08743106071827089,0.05354890113228947,0.3520614285259651,NS
Dusp10,0.1800104965233964,0.05356215902988106,0.35208795152206296,NS
HAG_038615,0.30566384643169764,0.05357988264675071,0.35214381549445045,NS
HNG_037345,0.13170417340666807,0.05361442951428325,0.3521598151403563,NS
Fastkd1,-0.07921820489270548,0.05359544586095528,0.3521598151403563,NS
Ezr,-0.1533401170394857,0.05360637883205213,0.3521598151403563,NS
Maea,0.08211891924530068,0.05361921946965711,0.3521598151403563,NS
Nat10,-0.17091966848519036,0.053636494693439424,0.35218246643798684,NS
AV051173,0.15429614407851416,0.05364112071336204,0.35218246643798684,NS
Rabac1,0.33786122983348754,0.05368542181366661,0.3524127122048636,NS
Nolc1,-0.4863853250191079,0.053712731417755476,0.3524707553169266,NS
Pitrm1,-0.23010782579835354,0.05371051485481199,0.3524707553169266,NS
Gm20556,-0.08112694355684621,0.05373452164780703,0.35255313859403403,NS
Myct1,0.38428557933504415,0.05377036276971149,0.35272766586104604,NS
Cd151,0.3338639257728495,0.05381213191744641,0.3529410136688598,NS
Mapre3,0.42540262329720413,0.05384202008022583,0.35307637699748845,NS
Wdr25,0.1821261821720741,0.053856066744977664,0.35310782888857567,NS
A730046J19Rik,-0.2356290949821317,0.05386878532583005,0.35312810832610303,NS
HNG_036960,-0.10293127630178214,0.05387766171254386,0.35312810832610303,NS
Snapin,0.08182530523115794,0.05393060922317137,0.35341445755654893,NS
Taf11,-0.06554504445651776,0.05397396365536331,0.35354776683729644,NS
Foxk2,-0.0834871769164538,0.05396221163976251,0.35354776683729644,NS
Zbtb17,-0.40576040342741937,0.053978737952629245,0.35354776683729644,NS
"Mir3062,Pfas",-0.2257654766615298,0.054026946101601414,0.3536814588561703,NS
Pacrg,0.1763663575131021,0.05401210206639301,0.3536814588561703,NS
Sf3a1,-0.12942636214128367,0.05402381605230573,0.3536814588561703,NS
Gnpda2,0.3473150918959753,0.05407790881177348,0.3539543784573075,NS
Mthfd2l,0.1737420605611355,0.05409119636580166,0.35398065278165286,NS
Rab22a,-0.10038646071489055,0.05411457195976664,0.3540729243826212,NS
Prkcsh,-0.17439726025454227,0.05418328115165464,0.3544233481888928,NS
Man1a,0.36873511464060815,0.054186698628061886,0.3544233481888928,NS
Csnk2b,-0.12121316284585326,0.05426068905601723,0.35484650036770427,NS
HNG_013279,0.0792939755544525,0.054285599773339285,0.3548878086226935,NS
HNG_021774,0.07312846783914181,0.05427661659508854,0.3548878086226935,NS
Cd83,-0.38410582347168426,0.054327258533294474,0.3550385401015094,NS
Ak2,-0.07532366919305744,0.05431929026837603,0.3550385401015094,NS
HAG_041875,0.2540543169833905,0.054363404425444906,0.3552139462047386,NS
6430548M08Rik,-0.44988246943284493,0.05440037217387638,0.3553946614104414,NS
HNG_029521,-0.1760847256206238,0.05446881776779093,0.3557809226269876,NS
HNG_039820,0.2414775744859562,0.05448665595595684,0.3558365493842232,NS
Gpsm2,-0.29649788136171384,0.054557058884299736,0.3560526674186168,NS
Olfr753-ps1,0.15122988191202608,0.054553258429888174,0.3560526674186168,NS
Ctla2b,-0.1003543442735948,0.05454195465289351,0.3560526674186168,NS
Angptl4,-0.27870417199287756,0.054537032321155,0.3560526674186168,NS
Itgb2,-0.42765809689524215,0.05459721519423751,0.3562538287853734,NS
Slc2a1,0.3227008200631971,0.054618519628728567,0.3563319315104814,NS
HAG_026063,0.44636100383181,0.054649019008418315,0.35646998523399587,NS
Gm7117,0.32549790678617796,0.054674227306183196,0.3565734844919913,NS
Usp9x,0.14934302002824573,0.05468730065381511,0.3565978203890383,NS
HAG_040425,0.5432865515363676,0.0547022525771412,0.35661980111842295,NS
HNG_001967,0.16034522573088641,0.054709356474627595,0.35661980111842295,NS
Klhdc5,0.3189091246148328,0.054754326842220265,0.3567105704944385,NS
HNG_027845,-0.08203020720481982,0.05474553502579136,0.3567105704944385,NS
Spag17,0.5477123673340238,0.05476066077484568,0.3567105704944385,NS
Zfp672,0.10549056972537851,0.05474559254417267,0.3567105704944385,NS
Jam3,0.28215400923751055,0.05478843133627712,0.35672383974218147,NS
Amigo2,0.15504683997095814,0.05479073332307477,0.35672383974218147,NS
4930451C15Rik,0.33660806108918995,0.05478998085863547,0.35672383974218147,NS
AK039030,0.11100752662811433,0.05482805577045474,0.35690595922063406,NS
Tmub1,0.24796803105712417,0.054870591269461096,0.3570654502350864,NS
Zfp821,-0.24634677601963917,0.05487126509166449,0.3570654502350864,NS
Tnfsf8,-0.21659045685869932,0.05488919549319748,0.3571212494232715,NS
Lrrc8b,-0.09872586783347437,0.05494676868428389,0.35743491039817393,NS
Zfp788,0.18644124549633379,0.055005074580016,0.3577532299997224,NS
Adamdec1,-0.07459969890132954,0.055043335822888804,0.3577707604321376,NS
Alg1,0.1681758666992481,0.05503454042537219,0.3577707604321376,NS
Ckap2,-0.42840663404865786,0.05503530434046319,0.3577707604321376,NS
HNG_013445,-0.13979937899463762,0.055045260295974646,0.3577707604321376,NS
HAG_028662,0.28918816445011153,0.0550691697373163,0.3578652276494446,NS
Lrrfip2,-0.27037975486867527,0.05508309151664918,0.3578947692550694,NS
Rapgef1,-0.3132476812854641,0.055126880015740926,0.35805738709560364,NS
A430078G23Rik,-0.6004827996141797,0.05512463522079304,0.35805738709560364,NS
AI480653,0.07330649570252756,0.05519599880358435,0.3583234126412282,NS
5730419I09Rik,-0.13502769253201397,0.05518571190801162,0.3583234126412282,NS
Tas2r143,-0.06712644093119281,0.05518668477975331,0.3583234126412282,NS
HAG_029711,-0.29212017705174353,0.05520973782771199,0.3583516599828978,NS
Wdr55,-0.20065174272075037,0.05523834767595532,0.3584764038569477,NS
A530013C23Rik,0.09269159224497019,0.05525117826313257,0.35849872117292136,NS
HNG_003035,-0.1463752632729787,0.0553152267345475,0.3588442916582238,NS
HNG_006188,-0.2627974885005272,0.05532323840534022,0.3588442916582238,NS
Mfap5,-0.14405818331072018,0.055358839828195526,0.3590142089571661,NS
Txndc5,0.14668525507412244,0.05538230468888615,0.35904438427040797,NS
Vta1,0.11751846405401878,0.05537814210408391,0.35904438427040797,NS
Prmt5,-0.06322939056851862,0.05542783412090856,0.35921753549462165,NS
6330409N04Rik,0.34148557885304776,0.05541912289267431,0.35921753549462165,NS
Elf1,-0.22052312527121387,0.0554603616751016,0.3592372730881189,NS
Wdr48,-0.16174179734505767,0.05547793473893066,0.3592372730881189,NS
HNG_034225,0.19728773194789,0.05547021865513178,0.3592372730881189,NS
Gm996,0.2956413176564877,0.055446150003293754,0.3592372730881189,NS
Use1,0.23087188441454742,0.05546064250805207,0.3592372730881189,NS
HNG_009158,0.2483651581958829,0.055537501530122366,0.35940667491909584,NS
Smc6,-0.3504060973242993,0.05553216953293083,0.35940667491909584,NS
Zfp595,0.11868651675958741,0.05554175771109049,0.35940667491909584,NS
C1ra,0.2459821549905543,0.055532746243568146,0.35940667491909584,NS
Larp7,-0.30782083409904715,0.05560904532235854,0.35961687087134653,NS
Tmem41b,0.2200690046368612,0.0556307665958111,0.35961687087134653,NS
F2rl2,-0.8044494029503464,0.05558489267372247,0.35961687087134653,NS
Heyl,-0.20842116529926724,0.05561342968274141,0.35961687087134653,NS
Reep3,0.2673589515087702,0.055597178627413014,0.35961687087134653,NS
Cav2,0.23989493427645225,0.05562929644155903,0.35961687087134653,NS
Wipf2,-0.16610581276117653,0.05564205341339855,0.3596289303921858,NS
Wdr18,-0.23014141168398705,0.05569030319897118,0.3598798465737477,NS
Rasd2,0.25913499037052967,0.05574800413273168,0.36019174234167795,NS
Cpeb4,-0.1994066609187537,0.05578475980487106,0.36030725063816216,NS
Ephx2,0.19013676543724145,0.055780949323806665,0.36030725063816216,NS
Sec22c,-0.09104880488757061,0.05579963591630371,0.3603423620702326,NS
Ubap2l,-0.16984929849714625,0.05583332820226319,0.3604379848024337,NS
Dlat,-0.157874673864268,0.05582553627131603,0.3604379848024337,NS
HNG_025694,0.38930963787881145,0.05585750334765266,0.3605330770690899,NS
Kif6,0.41657480029775695,0.05591538221178724,0.3608456415533969,NS
HNG_000616,-0.2190973131476564,0.05592553707655286,0.3608501692505368,NS
Sept8,-0.1965631359727631,0.0559740617610776,0.3611022284170786,NS
Rsbn1l,0.13919825262675456,0.055986292342805485,0.3611200999171293,NS
Fnip2,-0.18279340885847883,0.055998886759732365,0.36114031177437134,NS
Sult5a1,0.26010439918442396,0.05608444395214504,0.3616309788076488,NS
Hdac9,0.1612659490519821,0.056101312811383794,0.3616786543888097,NS
Smarcc1,-0.26840520452223515,0.05615689609815959,0.3619758591453813,NS
HNG_029251,0.43680372683334556,0.05619295146850684,0.3620859796515603,NS
Tatdn1,0.20726042275698298,0.056183634578541086,0.3620859796515603,NS
Nop56,-0.33381791931499816,0.05621205462291508,0.36214794077061846,NS
4930534B04Rik,-0.6265534182092694,0.056222000513732086,0.36215089497303093,NS
Prkrip1,-0.22535416463205937,0.0562401231894841,0.3622065095982769,NS
Zswim1,0.15650355843695163,0.0562539336867027,0.3622343381728771,NS
Iqgap1,-0.30297834948856206,0.0563307274568075,0.3626676553350069,NS
HNG_039967,-0.0829423692222407,0.0563470854255252,0.3627117950865342,NS
2610507B11Rik,-0.14633111606836557,0.056385034314282,0.3628948794208013,NS
HAG_043954,0.31394278303895096,0.05640281532441586,0.3629481231563726,NS
Gm6292,0.08882128051288621,0.05643682703458132,0.3631057747453292,NS
Tceal8,0.3031695002661676,0.056471088616930634,0.3632649805671514,NS
Tmem30a,0.2891457395595074,0.05650410880444905,0.363354805114723,NS
Phlda3,0.2529432730951233,0.05650258418470117,0.363354805114723,NS
HAG_031075,-0.21165945748965065,0.05651360887472783,0.363354805114723,NS
Bms1,-0.30025690922190407,0.05654957937602003,0.3634636376395751,NS
C330006A16Rik,0.12893126319692794,0.056543139898979265,0.3634636376395751,NS
Mxd4,-0.1637980122889342,0.05658930363877016,0.36365772702005633,NS
Slc25a19,-0.2788209805137267,0.05660587179077201,0.363702968860015,NS
