geneSymbol,log2FC,p_value,FDR,type,young_promoter_methylation,young_CpG_count,aged_promoter_methylation,aged_CpG_count,promoter_methylation_change,multiomics_pattern
Tmem221,0.719228389516257,4.4761840135450385e-05,0.0052573814204628,UP,0.22152777777777777,36.0,0.19334285714285715,35,-0.02818492063492062,RNA_UP_METHYLATION_DOWN
4930547N16Rik,-0.40669693598341,4.515925732005445e-05,0.0052877888663224,DN,0.4125,40.0,0.58,20,0.16749999999999998,RNA_DOWN_METHYLATION_UP
"AK031816,AK141638,AK165889",1.7565819838358188,4.538529999245811e-05,0.0052980051110462,UP,0.25,8.0,0.004269230769230769,78,-0.24573076923076922,RNA_UP_METHYLATION_DOWN
Sbf2,0.7089388306956703,4.5579092640541904e-05,0.0053044058666913,UP,0.06666666666666667,45.0,0.1021509433962264,53,0.03548427672955974,RNA_UP_METHYLATION_UP
Islr,-0.6623248631774294,4.579112049039138e-05,0.0053128834387818,DN,0.52775,12.0,0.5802727272727273,11,0.05252272727272722,RNA_DOWN_METHYLATION_UP
H2-T3,1.8864367509099285,4.678170275936734e-05,0.005411367144638,UP,1.0,6.0,0.7857142857142857,7,-0.2142857142857143,RNA_UP_METHYLATION_DOWN
Ctnnal1,0.4352228462409542,4.750663505032026e-05,0.0054711467493509,UP,0.45609090909090905,22.0,0.332030303030303,33,-0.12406060606060604,RNA_UP_METHYLATION_DOWN
Lgr5,0.8114751548170545,4.758515982354869e-05,0.0054711467493509,UP,0.31058620689655175,29.0,0.5263157894736842,19,0.21572958257713243,RNA_UP_METHYLATION_UP
HAG_023177,1.0337040668313384,4.782676490675301e-05,0.005482412222284,UP,0.8571428571428571,14.0,0.9804117647058824,17,0.12326890756302533,RNA_UP_METHYLATION_UP
Ntn4,1.4026547251099943,4.8109208669149915e-05,0.0054982775847867,UP,0.5759166666666666,36.0,0.4077450980392157,51,-0.16817156862745092,RNA_UP_METHYLATION_DOWN
Nsf,0.3602963455824985,4.8430512597734864e-05,0.0055184761996439,UP,0.23857142857142857,35.0,0.41097727272727275,44,0.17240584415584417,RNA_UP_METHYLATION_UP
Haus4,-0.2402473914411791,4.876916994642344e-05,0.0055405260571276,DN,0.3780487804878049,41.0,0.42051282051282046,39,0.04246404002501558,RNA_DOWN_METHYLATION_UP
Cdc6,-0.6570156149144761,5.06057860295776e-05,0.005651016688888,DN,0.7727272727272727,22.0,0.5337837837837838,37,-0.23894348894348894,RNA_DOWN_METHYLATION_DOWN
Sept6,-0.3116806821946456,5.018864272869915e-05,0.005651016688888,DN,0.23807142857142857,14.0,0.41250000000000003,12,0.17442857142857146,RNA_DOWN_METHYLATION_UP
Ssbp2,0.2666495952774097,5.0077219639025434e-05,0.005651016688888,UP,0.17576363636363637,55.0,0.18005357142857142,56,0.004289935064935052,RNA_UP_METHYLATION_UP
BC055324,-0.3615142070921751,5.04463715381321e-05,0.005651016688888,DN,0.5114285714285713,35.0,0.32142857142857145,49,-0.1899999999999999,RNA_DOWN_METHYLATION_DOWN
Efemp1,0.8411722302687933,5.0499676337348904e-05,0.005651016688888,UP,0.627625,16.0,0.4477083333333334,24,-0.1799166666666666,RNA_UP_METHYLATION_DOWN
Prkce,0.1440746455170751,5.062998290893073e-05,0.005651016688888,UP,0.04956410256410256,39.0,0.0,66,-0.04956410256410256,RNA_UP_METHYLATION_DOWN
Klrb1c,2.7740831254796854,5.101763619683953e-05,0.0056776828247981,UP,0.9042,10.0,0.9400000000000001,10,0.035800000000000054,RNA_UP_METHYLATION_UP
Mrpl49,-0.2227076732721737,5.153814790780759e-05,0.0057023599476429,DN,0.25308108108108107,37.0,0.17032692307692307,52,-0.082754158004158,RNA_DOWN_METHYLATION_DOWN
Epsti1,-0.2002361416480891,5.146592114981787e-05,0.0057023599476429,DN,0.7777916666666668,24.0,0.8167391304347827,23,0.038947463768115975,RNA_DOWN_METHYLATION_UP
Wdfy2,-0.4435706654885569,5.215910133151843e-05,0.0057378017752931,DN,0.297969696969697,33.0,0.18402083333333333,48,-0.11394886363636367,RNA_DOWN_METHYLATION_DOWN
Susd3,0.7879730875228264,5.215649318049615e-05,0.0057378017752931,UP,0.6602307692307693,13.0,0.7222222222222222,9,0.06199145299145292,RNA_UP_METHYLATION_UP
Il1rapl2,1.4345712192204243,5.2918009648680635e-05,0.0058045582307742,UP,0.0,40.0,0.0,20,0.0,insufficient_WGBS_data
Col4a2,-1.0352950315600262,5.3206287053865776e-05,0.0058194567032096,DN,0.14285714285714285,28.0,0.09428,50,-0.048577142857142847,RNA_DOWN_METHYLATION_DOWN
Tacstd2,0.6919508552808136,5.37211084610724e-05,0.0058589775776458,UP,0.8076923076923077,13.0,0.6144666666666667,15,-0.193225641025641,RNA_UP_METHYLATION_DOWN
Tmem47,1.9481786892685915,5.456662748653222e-05,0.005917378705727,UP,0.79175,4.0,0.05,10,-0.7417499999999999,RNA_UP_METHYLATION_DOWN
Clec1b,0.7872580662202944,5.447223383240027e-05,0.005917378705727,UP,0.8444666666666668,15.0,0.9590000000000001,13,0.11453333333333326,RNA_UP_METHYLATION_UP
Nxnl2,1.0290777362853345,5.503484175933262e-05,0.0059512464012386,UP,0.44593333333333335,45.0,0.258906976744186,43,-0.18702635658914735,RNA_UP_METHYLATION_DOWN
Fap,1.9219314735970507,5.555070268947288e-05,0.0059900605171258,UP,0.7,8.0,0.37,20,-0.32999999999999996,RNA_UP_METHYLATION_DOWN
HNG_013277,1.4328969842683517,5.5857111867231045e-05,0.0060061342935097,UP,0.3333333333333333,3.0,0.0,2,-0.3333333333333333,RNA_UP_METHYLATION_DOWN
Mylk,0.8018952872173637,5.6480016938669734e-05,0.0060103466915231,UP,0.7455789473684211,19.0,0.7969999999999999,20,0.05142105263157881,RNA_UP_METHYLATION_UP
Ak1,0.753712901357928,5.681557293978381e-05,0.0060103466915231,UP,0.6428571428571429,14.0,0.6166666666666667,12,-0.02619047619047621,RNA_UP_METHYLATION_DOWN
Lrrc59,-0.184697878669386,5.647422453337593e-05,0.0060103466915231,DN,0.6894736842105263,19.0,0.35665,40,-0.3328236842105263,RNA_DOWN_METHYLATION_DOWN
HNG_016951,1.1623671618926057,5.7148521098969506e-05,0.0060103466915231,UP,0.7,10.0,0.5316363636363636,11,-0.16836363636363638,RNA_UP_METHYLATION_DOWN
Prkcz,1.8359610198732348,5.705276767520207e-05,0.0060103466915231,UP,0.125,28.0,0.142375,48,0.017375,RNA_UP_METHYLATION_UP
Bin1,-1.0387246846334146,5.6090245982980465e-05,0.0060103466915231,DN,0.2457142857142857,35.0,0.34368965517241373,29,0.09797536945812804,RNA_DOWN_METHYLATION_UP
Trpm5,-0.5223261123980836,5.687784201633353e-05,0.0060103466915231,DN,0.5599999999999999,10.0,0.7380714285714286,14,0.17807142857142866,RNA_DOWN_METHYLATION_UP
Pcdhb1,0.384772425650562,5.71559218543145e-05,0.0060103466915231,UP,0.6785714285714286,7.0,0.42857142857142855,7,-0.25000000000000006,RNA_UP_METHYLATION_DOWN
Slbp,-0.3746465379990535,5.782521896526282e-05,0.0060640226877527,DN,0.11595652173913043,23.0,1.0,2,0.8840434782608696,RNA_DOWN_METHYLATION_UP
Eps8,0.4166552662185481,5.956309836069635e-05,0.0062107724321528,UP,0.425,30.0,0.5714285714285714,14,0.1464285714285714,RNA_UP_METHYLATION_UP
Bclp2,1.0185950055234816,5.96130572943773e-05,0.0062107724321528,UP,0.6923076923076923,13.0,0.6666666666666666,9,-0.02564102564102566,RNA_UP_METHYLATION_DOWN
Cntn1,2.0002498636213084,5.9712707812011626e-05,0.0062107724321528,UP,0.7222380952380952,21.0,0.74496,25,0.02272190476190472,RNA_UP_METHYLATION_UP
Cacng7,0.435329071971779,6.022776807647648e-05,0.0062473216386284,UP,0.9743846153846154,13.0,0.9815,18,0.0071153846153846345,RNA_UP_METHYLATION_UP
1810010H24Rik,0.4125971865247417,6.146984923678714e-05,0.0063361532641024,UP,0.037037037037037035,27.0,0.0625,32,0.025462962962962965,RNA_UP_METHYLATION_UP
Gpx8,1.484872276535422,6.158212461966865e-05,0.0063361532641024,UP,0.2867647058823529,17.0,0.35294117647058826,17,0.06617647058823534,RNA_UP_METHYLATION_UP
HNG_017977,1.201370687747482,6.14642135935683e-05,0.0063361532641024,UP,0.8260869565217391,23.0,0.7224358974358974,39,-0.10365105908584171,RNA_UP_METHYLATION_DOWN
Apbb2,0.9227227883650856,6.215177625896022e-05,0.0063775742025726,UP,0.19190909090909092,33.0,0.16048148148148147,27,-0.03142760942760944,RNA_UP_METHYLATION_DOWN
Synpo,1.1835824113069435,6.343556718710823e-05,0.0064744985846692,UP,0.9411764705882353,17.0,0.5568181818181818,22,-0.3843582887700535,RNA_UP_METHYLATION_DOWN
Lrrc42,0.3631383343332004,6.342528665672637e-05,0.0064744985846692,UP,0.1704,20.0,0.06262162162162163,37,-0.10777837837837836,RNA_UP_METHYLATION_DOWN
Il28ra,1.5933047446480777,6.360996571211608e-05,0.0064749856297677,UP,0.23076923076923078,26.0,0.14856756756756756,37,-0.08220166320166322,RNA_UP_METHYLATION_DOWN
HNG_031730,1.7044598625285348,6.412911031000903e-05,0.0065104691456214,UP,0.1441081081081081,37.0,0.04782608695652174,46,-0.09628202115158635,RNA_UP_METHYLATION_DOWN
Lzts1,0.5575228616394559,6.557988345216902e-05,0.0066323035886102,UP,0.9573846153846154,13.0,0.875,8,-0.08238461538461539,RNA_UP_METHYLATION_DOWN
HAG_007539,-0.3870633801124299,6.568614255292811e-05,0.0066323035886102,DN,0.9583333333333334,24.0,0.8815666666666667,30,-0.07676666666666665,RNA_DOWN_METHYLATION_DOWN
"Ccdc103,Fam187a",0.4636651884368412,6.585044168718642e-05,0.0066323035886102,UP,0.0755813953488372,43.0,0.12190740740740741,54,0.046326012058570204,RNA_UP_METHYLATION_UP
HNG_007747,-0.2508875316504013,6.644051688862148e-05,0.0066598848349924,DN,0.8444444444444444,9.0,1.0,13,0.15555555555555556,RNA_DOWN_METHYLATION_UP
Coro2b,-0.4020466098192345,6.647322964822699e-05,0.0066598848349924,DN,0.27049999999999996,26.0,0.44165,20,0.17115000000000002,RNA_DOWN_METHYLATION_UP
Depdc1b,-0.6426500741400174,6.780520722539463e-05,0.0067430530170526,DN,0.13939333333333334,15.0,0.15685294117647058,34,0.017459607843137243,RNA_DOWN_METHYLATION_UP
Rtkn2,-0.6605604584560529,6.75631735969043e-05,0.0067430530170526,DN,0.6107,20.0,0.529125,16,-0.08157500000000006,RNA_DOWN_METHYLATION_DOWN
Tdrd9,3.5445159996816833,6.783329033187235e-05,0.0067430530170526,UP,0.7805333333333333,15.0,0.875,16,0.0944666666666667,RNA_UP_METHYLATION_UP
Umps,-0.3832899050798897,6.828156153704177e-05,0.0067699838103687,DN,0.65975,12.0,0.71875,16,0.05900000000000005,RNA_DOWN_METHYLATION_UP
Melk,-0.3698312404433723,6.973704896465653e-05,0.0068963798784426,DN,0.6000000000000001,18.0,0.5384615384615384,26,-0.06153846153846165,RNA_DOWN_METHYLATION_DOWN
Calml4,1.271035650536685,7.008751538893029e-05,0.0069131282620833,UP,0.6153846153846154,13.0,0.03571428571428571,28,-0.5796703296703297,RNA_UP_METHYLATION_DOWN
Galc,0.3270508938222098,7.034985212810369e-05,0.0069211199882318,UP,0.25,16.0,0.6666666666666666,6,0.41666666666666663,RNA_UP_METHYLATION_UP
Clca1,2.4577154968981416,7.159225246117618e-05,0.0070072293870461,UP,0.7045454545454546,22.0,0.5277916666666667,24,-0.17675378787878793,RNA_UP_METHYLATION_DOWN
Fignl1,-0.3460668012646604,7.15086763508942e-05,0.0070072293870461,DN,0.17727272727272728,44.0,0.27843243243243243,37,0.10115970515970515,RNA_DOWN_METHYLATION_UP
Rdh10,1.1099990130883413,7.188155383600501e-05,0.0070175515934219,UP,0.0,81.0,0.0,79,0.0,insufficient_WGBS_data
Aldh5a1,0.6403889796874811,7.291388246405945e-05,0.0071001753097399,UP,0.4018444444444444,45.0,0.53540625,32,0.13356180555555558,RNA_UP_METHYLATION_UP
Ces1g,0.9682213896285816,7.340927308020449e-05,0.0071302258829963,UP,0.84375,8.0,0.6875,8,-0.15625,RNA_UP_METHYLATION_DOWN
Fzd1,0.934729574202798,7.389153708636029e-05,0.0071588521666511,UP,0.4276315789473684,38.0,0.3829787234042553,47,-0.0446528555431131,RNA_UP_METHYLATION_DOWN
Grb7,0.9053950905734796,7.46253806355552e-05,0.0071873508455515,UP,0.5071818181818183,22.0,0.6698,20,0.16261818181818166,RNA_UP_METHYLATION_UP
Ifi44,0.5502094409511571,7.475055762558854e-05,0.0071873508455515,UP,0.7538461538461539,13.0,0.85,14,0.09615384615384603,RNA_UP_METHYLATION_UP
Cenpo,-0.4550018064866403,7.458011327762908e-05,0.0071873508455515,DN,0.44,25.0,0.45652173913043476,23,0.016521739130434754,RNA_DOWN_METHYLATION_UP
Fhdc1,1.0669640271010987,7.540046390099018e-05,0.0072233176608867,UP,0.2097837837837838,37.0,0.22524324324324324,37,0.015459459459459451,RNA_UP_METHYLATION_UP
Hist1h4i,-0.5284778295664254,7.550308463517282e-05,0.0072233176608867,DN,0.0,35.0,0.09634375,32,0.09634375,RNA_DOWN_METHYLATION_UP
Zc3h12d,0.6021436686792843,7.673838868634676e-05,0.007276456561403,UP,0.5060303030303029,33.0,0.49478125,32,-0.011249053030302936,RNA_UP_METHYLATION_DOWN
Ar,0.8164723744366156,7.682102049264987e-05,0.007276456561403,UP,0.28846153846153844,13.0,0.125,16,-0.16346153846153844,RNA_UP_METHYLATION_DOWN
Rbpms2,0.7958428730716234,7.662594423855549e-05,0.007276456561403,UP,0.12098148148148147,54.0,0.08186440677966102,59,-0.03911707470182045,RNA_UP_METHYLATION_DOWN
Aim1,-0.5335286697477537,7.659960628832212e-05,0.007276456561403,DN,0.11904761904761904,42.0,0.23249056603773582,53,0.11344294699011678,RNA_DOWN_METHYLATION_UP
Slc4a8,0.759504869745192,7.726795407285966e-05,0.0073006741160128,UP,0.4572105263157895,19.0,0.374456,25,-0.0827545263157895,RNA_UP_METHYLATION_DOWN
Kdr,1.2130001762252625,7.752084471347628e-05,0.0073064831713649,UP,0.39488636363636365,44.0,0.452,30,0.057113636363636366,RNA_UP_METHYLATION_UP
Atp8b5,-0.8707955144241071,7.901067993639539e-05,0.0073844251678683,DN,0.4184285714285715,14.0,0.48715384615384616,13,0.06872527472527468,RNA_DOWN_METHYLATION_UP
Il9r,-0.6900048568922714,7.912160467510585e-05,0.0073844251678683,DN,0.8416499999999999,20.0,0.7608125,16,-0.0808374999999999,RNA_DOWN_METHYLATION_DOWN
A230065H16Rik,1.1097718908662493,7.895890327135157e-05,0.0073844251678683,UP,0.7563333333333334,30.0,0.9179615384615385,26,0.16162820512820508,RNA_UP_METHYLATION_UP
Chst2,1.1853960801495278,7.87334237621418e-05,0.0073844251678683,UP,0.20454545454545456,22.0,0.0425531914893617,47,-0.16199226305609285,RNA_UP_METHYLATION_DOWN
Cd86,-1.4786831415559414,7.99701753895391e-05,0.0074454183779743,DN,0.6522173913043479,23.0,0.854090909090909,22,0.20187351778656115,RNA_DOWN_METHYLATION_UP
Adam15,-0.4406049602754081,8.083801996110392e-05,0.007507904861205,DN,0.3010645161290323,31.0,0.3072307692307692,39,0.006166253101736907,RNA_DOWN_METHYLATION_UP
Mcm6,-0.4076486000491695,8.107133085398102e-05,0.0075112981586363,DN,0.45,20.0,0.07267857142857144,28,-0.3773214285714286,RNA_DOWN_METHYLATION_DOWN
4930578C19Rik,0.6840241876705784,8.181200684924587e-05,0.007561568826754,UP,0.2,5.0,0.5,2,0.3,RNA_UP_METHYLATION_UP
Gipc2,1.83793504060726,8.245584478905018e-05,0.007602667891999,UP,0.4936,35.0,0.6732040816326531,49,0.17960408163265312,RNA_UP_METHYLATION_UP
Tspan12,0.7798073992150121,8.400777094304344e-05,0.0077270954998502,UP,0.7222222222222222,18.0,0.6642857142857143,21,-0.05793650793650795,RNA_UP_METHYLATION_DOWN
Podxl,0.5308121536314099,8.464615127071173e-05,0.0077670982843884,UP,0.155625,40.0,0.1778867924528302,53,0.022261792452830192,RNA_UP_METHYLATION_UP
Ndn,0.9392296299999208,8.554796435403125e-05,0.0077901568210934,UP,0.5916666666666667,12.0,0.6309166666666667,12,0.03925000000000001,RNA_UP_METHYLATION_UP
Pik3ap1,-0.4996869372639283,8.558334781604442e-05,0.0077901568210934,DN,0.43169565217391304,23.0,0.7619285714285714,14,0.33023291925465836,RNA_DOWN_METHYLATION_UP
Siglecg,-1.3948786837453335,8.620086368634278e-05,0.0077901568210934,DN,0.42857142857142855,7.0,0.75,10,0.32142857142857145,RNA_DOWN_METHYLATION_UP
Gpx3,1.059635630228169,8.551700069644384e-05,0.0077901568210934,UP,0.42105263157894735,19.0,0.4901764705882353,17,0.06912383900928798,RNA_UP_METHYLATION_UP
Rasl11a,1.2940237963025747,8.61924482915701e-05,0.0077901568210934,UP,0.55,20.0,0.4301875,32,-0.11981250000000004,RNA_UP_METHYLATION_DOWN
Dhfr,-0.4025887614433543,8.632600689831594e-05,0.0077901568210934,DN,0.2619285714285714,14.0,0.5,10,0.2380714285714286,RNA_DOWN_METHYLATION_UP
HAG_037550,0.9403285478329116,8.587277137814015e-05,0.0077901568210934,UP,0.9270625,16.0,0.8055555555555556,18,-0.12150694444444443,RNA_UP_METHYLATION_DOWN
Dsc2,1.0330032095533357,8.727094540200963e-05,0.0078568550185979,UP,0.7083125,16.0,0.4345,14,-0.2738125,RNA_UP_METHYLATION_DOWN
Abat,1.2782087977753926,8.755626736490716e-05,0.0078639949125958,UP,0.75,10.0,0.7818181818181817,11,0.031818181818181746,RNA_UP_METHYLATION_UP
Plscr4,0.6113139030313786,8.858126149129912e-05,0.0079139303555487,UP,0.6060909090909091,11.0,0.6597500000000001,8,0.053659090909090934,RNA_UP_METHYLATION_UP
Tceal1,0.3231002743830751,8.873420811523787e-05,0.0079139303555487,UP,0.2857142857142857,7.0,0.1111111111111111,9,-0.1746031746031746,RNA_UP_METHYLATION_DOWN
Matn4,2.8150690927388142,8.859895277293089e-05,0.0079139303555487,UP,0.5302941176470588,17.0,0.6386363636363637,22,0.10834224598930486,RNA_UP_METHYLATION_UP
HAG_015427,0.9747071477664008,8.902292931756422e-05,0.0079211730953614,UP,0.9762142857142857,14.0,1.0,12,0.0237857142857143,RNA_UP_METHYLATION_UP
Rab6b,0.6254986857926648,9.025766973169416e-05,0.0080123622534842,UP,0.12739285714285714,28.0,0.10400000000000001,50,-0.023392857142857132,RNA_UP_METHYLATION_DOWN
Cdca7l,-0.290072680065121,9.247896492813227e-05,0.0081866442424919,DN,0.3333333333333333,18.0,0.18518518518518517,27,-0.14814814814814814,RNA_DOWN_METHYLATION_DOWN
B3gnt8,0.7961744765730385,9.264985624951597e-05,0.0081866442424919,UP,0.16216216216216217,37.0,0.20195454545454544,44,0.03979238329238327,RNA_UP_METHYLATION_UP
Ttc30b,0.4538794686047502,9.33680115368752e-05,0.008231047890036,UP,0.3124166666666667,36.0,0.438325,40,0.12590833333333334,RNA_UP_METHYLATION_UP
Ccne1,-0.7597919074015276,9.45265342580456e-05,0.0083139789532214,DN,0.01282051282051282,78.0,0.05385365853658537,82,0.041033145716072555,RNA_DOWN_METHYLATION_UP
HNG_034967,-0.642222291219173,9.557474378883918e-05,0.0083868485515116,DN,0.9880833333333333,12.0,1.0,11,0.011916666666666687,RNA_DOWN_METHYLATION_UP
D18Ertd653e,-0.6738235784826105,9.591299480596754e-05,0.008397226692049,DN,0.12392307692307693,39.0,0.1296842105263158,57,0.005761133603238863,RNA_DOWN_METHYLATION_UP
Nova1,1.3685304145033772,9.649862753759224e-05,0.0084291661564415,UP,0.21638596491228068,57.0,0.18641935483870964,62,-0.029966610073571043,RNA_UP_METHYLATION_DOWN
Acss3,0.9919666245587652,9.79273599839019e-05,0.008521759727693,UP,0.4140666666666667,15.0,0.242,17,-0.1720666666666667,RNA_UP_METHYLATION_DOWN
2610305D13Rik,0.7122936867197502,9.80051482882018e-05,0.008521759727693,UP,0.9003999999999999,25.0,0.7834,25,-0.11699999999999988,RNA_UP_METHYLATION_DOWN
Rorc,1.6578329617347525,9.827674373744456e-05,0.0085259542316948,UP,0.5697272727272726,11.0,0.4,10,-0.16972727272727262,RNA_UP_METHYLATION_DOWN
Zfp503,1.071833114587085,9.88904101495636e-05,0.008559738630905,UP,0.5291666666666667,42.0,0.6604576271186441,59,0.1312909604519774,RNA_UP_METHYLATION_UP
Cpne8,1.3431498034881306,9.998332441783718e-05,0.0086347589585467,UP,0.2037037037037037,54.0,0.18214285714285713,56,-0.021560846560846558,RNA_UP_METHYLATION_DOWN
Satb1,-1.280589127723914,0.0001011825567946,0.0087075884754623,DN,0.03821739130434783,23.0,0.1295,26,0.09128260869565218,RNA_DOWN_METHYLATION_UP
Snx18,0.3193489140732914,0.0001012828587211,0.0087075884754623,UP,0.5520833333333334,48.0,0.851086956521739,46,0.2990036231884057,RNA_UP_METHYLATION_UP
Cnnm2,-0.4223119723708444,0.0001032413740175,0.0088560218629132,DN,0.3045957446808511,47.0,0.2454776119402985,67,-0.05911813274055261,RNA_DOWN_METHYLATION_DOWN
Gjb2,0.8026466566556596,0.0001046390741126,0.0089520833259257,UP,0.33076923076923076,39.0,0.2869527777777778,36,-0.04381645299145298,RNA_UP_METHYLATION_DOWN
HND_003010,0.7265059882387144,0.0001050647943522,0.0089520833259257,UP,0.854125,8.0,0.975,8,0.12087499999999995,RNA_UP_METHYLATION_UP
Nlrp1a,-0.5514216042196436,0.0001049816570889,0.0089520833259257,DN,0.6666666666666666,3.0,0.6785714285714286,7,0.011904761904761973,RNA_DOWN_METHYLATION_UP
8430436N08Rik,0.3351774077860824,0.0001061428132305,0.0090237939123325,UP,0.43825000000000003,8.0,0.4,5,-0.038250000000000006,RNA_UP_METHYLATION_DOWN
Pa2g4,-0.1387476928610631,0.0001083607866212,0.0091918843264599,DN,0.3818857142857143,35.0,0.15865384615384615,52,-0.22323186813186813,RNA_DOWN_METHYLATION_DOWN
Pde3b,0.2916776830104206,0.0001097204650274,0.0092404182852656,UP,0.7,5.0,0.17647058823529413,17,-0.5235294117647058,RNA_UP_METHYLATION_DOWN
BC030867,-0.6365205188279752,0.0001099012339282,0.0092404182852656,DN,0.48333333333333334,30.0,0.5681818181818182,33,0.0848484848484849,RNA_DOWN_METHYLATION_UP
Hs3st1,0.5724275738143065,0.00010933648637,0.0092404182852656,UP,0.13157894736842105,38.0,0.1,20,-0.03157894736842104,RNA_UP_METHYLATION_DOWN
Gm6634,0.7306974764619327,0.0001094856210914,0.0092404182852656,UP,1.0,4.0,0.75,4,-0.25,RNA_UP_METHYLATION_DOWN
Lcp1,-0.2584978388218193,0.0001106509651846,0.0092830080066524,DN,0.39705882352941174,34.0,0.51,25,0.11294117647058827,RNA_DOWN_METHYLATION_UP
Nat1,0.4825633769123898,0.000111196138378,0.0093082872679097,UP,1.0,4.0,0.8,5,-0.19999999999999996,RNA_UP_METHYLATION_DOWN
Pank1,-0.4863626461463326,0.000111693716708,0.0093294804249,DN,0.5416666666666666,12.0,0.7050000000000001,18,0.16333333333333344,RNA_DOWN_METHYLATION_UP
Camk1d,-1.1993646575223122,0.000112080503852,0.0093413471463761,DN,0.3175,20.0,0.3103448275862069,29,-0.007155172413793098,RNA_DOWN_METHYLATION_DOWN
HNG_014065,2.8878201170079967,0.000112478107785,0.0093540617219441,UP,0.55,8.0,0.6736,10,0.12359999999999993,RNA_UP_METHYLATION_UP
HNG_019301,0.669780763669305,0.0001127344957454,0.0093550025469427,UP,0.7636363636363637,11.0,0.8008181818181819,11,0.037181818181818205,RNA_UP_METHYLATION_UP
Itga6,0.6443872798869048,0.0001135531930064,0.0094024999640819,UP,0.23958333333333334,48.0,0.3116279069767442,43,0.07204457364341085,RNA_UP_METHYLATION_UP
Ppp1r16b,0.8283568340862413,0.0001144117020992,0.0094420453518603,UP,0.5605909090909091,22.0,0.5642857142857143,21,0.0036948051948051397,RNA_UP_METHYLATION_UP
Vwf,1.5760675503626107,0.0001145254898331,0.0094420453518603,UP,0.66815,20.0,0.6315263157894736,19,-0.03662368421052642,RNA_UP_METHYLATION_DOWN
Pik3c2a,0.111733295290076,0.0001153327301373,0.0094720700360308,UP,0.05319148936170213,47.0,0.07142857142857142,42,0.018237082066869297,RNA_UP_METHYLATION_UP
Dnajc9,-0.2887945451054152,0.0001153859521836,0.0094720700360308,DN,0.5595,28.0,0.424875,32,-0.134625,RNA_DOWN_METHYLATION_DOWN
Cbr3,0.7277965224959329,0.000115844809924,0.0094893306532616,UP,0.4013469387755102,49.0,0.3541666666666667,36,-0.04718027210884351,RNA_UP_METHYLATION_DOWN
Scara5,-0.6563996183780771,0.0001163684292953,0.0095118108845039,DN,0.8676470588235294,17.0,0.7666666666666667,15,-0.10098039215686272,RNA_DOWN_METHYLATION_DOWN
Il7,0.7693885897659811,0.00011712180113,0.0095529345998672,UP,0.4064210526315789,19.0,0.38476,25,-0.021661052631578914,RNA_UP_METHYLATION_DOWN
Acpp,1.2898024217607382,0.000118153961855,0.0096165736288491,UP,0.41540740740740745,27.0,0.6240833333333334,36,0.208675925925926,RNA_UP_METHYLATION_UP
Gpr77,-0.2343185699346228,0.0001189207865955,0.0096583920551615,DN,0.58925,8.0,0.6799999999999999,10,0.09074999999999989,RNA_DOWN_METHYLATION_UP
"Mir3076,Tkt",-0.3105744003463062,0.0001197024561121,0.0096806825311717,DN,0.6818181818181818,11.0,0.20454545454545456,11,-0.4772727272727272,RNA_DOWN_METHYLATION_DOWN
Entpd2,1.3203316106772889,0.0001196632668276,0.0096806825311717,UP,0.35977777777777775,18.0,0.3333333333333333,9,-0.026444444444444437,RNA_UP_METHYLATION_DOWN
Gas2l3,0.2142394816541148,0.0001209830514048,0.0097429642156635,UP,0.5372173913043478,23.0,0.34090000000000004,30,-0.19631739130434772,RNA_UP_METHYLATION_DOWN
Bmp4,1.56517873610064,0.0001207694004378,0.0097429642156635,UP,0.501375,24.0,0.47103333333333336,30,-0.030341666666666656,RNA_UP_METHYLATION_DOWN
Synm,1.8886475564037264,0.0001224350540927,0.0098184682454358,UP,0.5565217391304348,23.0,0.4940357142857143,28,-0.06248602484472049,RNA_UP_METHYLATION_DOWN
Dok6,0.6521382512040479,0.0001223106417735,0.0098184682454358,UP,0.1111111111111111,27.0,0.06315789473684211,19,-0.047953216374269,RNA_UP_METHYLATION_DOWN
Pole2,-0.3477610547666758,0.00012351667172,0.0098844410752611,DN,0.65625,16.0,0.4561578947368421,19,-0.2000921052631579,RNA_DOWN_METHYLATION_DOWN
Rgmb,0.5774447277378436,0.0001238665607289,0.0098917036739422,UP,0.14285714285714285,35.0,0.17422727272727273,44,0.03137012987012988,RNA_UP_METHYLATION_UP
Dcbld2,0.505690564240048,0.0001248268469638,0.0099475791279862,UP,0.10483870967741936,31.0,0.175,40,0.07016129032258063,RNA_UP_METHYLATION_UP
HND_000515,-0.5370945430204652,0.0001262633851646,0.0100410957052199,DN,0.8571428571428571,7.0,0.9524285714285714,7,0.0952857142857143,RNA_DOWN_METHYLATION_UP
Mt2,1.4695837337968012,0.0001281735099693,0.0100671588941372,UP,0.3003148148148148,54.0,0.26959649122807017,57,-0.030718323586744645,RNA_UP_METHYLATION_DOWN
Adam9,0.3589679522622182,0.0001274437634171,0.0100671588941372,UP,0.1319142857142857,35.0,0.04908219178082192,73,-0.08283209393346379,RNA_UP_METHYLATION_DOWN
Ifit3,-0.1993235266434003,0.0001269259867348,0.0100671588941372,DN,0.8055833333333333,12.0,0.8571428571428571,7,0.05155952380952378,RNA_DOWN_METHYLATION_UP
