geneSymbol,log2FC,p_value,FDR,type,young_promoter_methylation,young_CpG_count,aged_promoter_methylation,aged_CpG_count,promoter_methylation_change,multiomics_pattern
Arhgap30,-1.076287334817855,0.0009838935553837,0.0330609021092499,DN,0.64165,20.0,0.7777777777777778,18,0.13612777777777774,RNA_DOWN_METHYLATION_UP
Atp2a3,-0.1675215277094128,0.000985240565957,0.0330770473911285,DN,0.15988888888888889,27.0,0.2711538461538462,26,0.1112649572649573,RNA_DOWN_METHYLATION_UP
Pcmtd2,0.1618808464976702,0.0009870431226075,0.0331084447066583,UP,0.38636363636363635,11.0,0.16666666666666666,12,-0.2196969696969697,RNA_UP_METHYLATION_DOWN
HNG_008518,0.912091512468772,0.000994305853739,0.0333227770403206,UP,0.5333333333333333,6.0,0.75,6,0.21666666666666667,RNA_UP_METHYLATION_UP
Nrf1,-0.2907281377053783,0.0009967903030587,0.0333767363582102,DN,0.5495,20.0,0.3195365853658536,41,-0.22996341463414638,RNA_DOWN_METHYLATION_DOWN
Slc38a8,0.2133493151881742,0.0009987876471434,0.0333903436723496,UP,0.49923809523809526,21.0,0.5188666666666667,30,0.01962857142857144,RNA_UP_METHYLATION_UP
Pik3cd,-0.7131645147783461,0.0009989461509437,0.0333903436723496,DN,0.38,37.0,0.6408235294117647,34,0.2608235294117647,RNA_DOWN_METHYLATION_UP
Dpep2,-0.2891077007391021,0.0010014577799316,0.0334450099523628,DN,0.539235294117647,17.0,0.5657894736842105,19,0.026554179566563474,RNA_DOWN_METHYLATION_UP
HNG_004264,0.3124661584083716,0.0010038140731512,0.0334775285586413,UP,0.9152727272727272,11.0,0.9594285714285714,14,0.04415584415584417,RNA_UP_METHYLATION_UP
"Evi2a,Evi2b",-0.31637787892,0.0010050625518234,0.0334775285586413,DN,0.9444444444444444,18.0,0.8636363636363636,22,-0.08080808080808077,RNA_DOWN_METHYLATION_DOWN
A430035B10Rik,0.5419097121015808,0.0010050086796679,0.0334775285586413,UP,0.0,21.0,0.0,54,0.0,insufficient_WGBS_data
E130012A19Rik,0.4821477923185138,0.0010081461744535,0.0335217384766902,UP,0.08387321428571427,56.0,0.06177586206896552,58,-0.02209735221674875,RNA_UP_METHYLATION_DOWN
Ctbs,0.2842419365949733,0.001007961381574,0.0335217384766902,UP,0.6404857142857143,35.0,0.6516129032258065,31,0.011127188940092125,RNA_UP_METHYLATION_UP
Gcet2,-0.6237722770716272,0.0010092465887594,0.0335291216589435,DN,0.39355555555555555,9.0,0.6002307692307691,13,0.20667521367521358,RNA_DOWN_METHYLATION_UP
Pilra,-0.5996205377634081,0.0010103555892686,0.0335367770030968,DN,0.9285714285714286,14.0,0.958375,8,0.029803571428571374,RNA_DOWN_METHYLATION_UP
HAG_039801,-0.3325546655384962,0.0010125541183208,0.0335805523931752,DN,0.8333333333333334,12.0,0.7221875,16,-0.11114583333333339,RNA_DOWN_METHYLATION_DOWN
Zfp248,0.408919025699733,0.0010157329914918,0.0336567358951636,UP,0.7277777777777777,9.0,0.4642857142857143,14,-0.26349206349206344,RNA_UP_METHYLATION_DOWN
Aplp2,0.323032868175531,0.0010217264632125,0.033825969257371,UP,0.16444444444444445,45.0,0.14497317073170732,41,-0.01947127371273713,RNA_UP_METHYLATION_DOWN
Mesdc1,-0.2236282685412476,0.001024101402738,0.0338752155505348,DN,0.2923076923076923,39.0,0.40165000000000006,20,0.10934230769230774,RNA_DOWN_METHYLATION_UP
C1qb,-0.8679146056765998,0.0010279742585107,0.0339738817280292,DN,0.659,26.0,0.8550869565217392,23,0.19608695652173913,RNA_DOWN_METHYLATION_UP
Mms22l,-0.3703297225748025,0.0010300365292155,0.0340125903055495,DN,0.6111111111111112,9.0,0.3888888888888889,18,-0.22222222222222227,RNA_DOWN_METHYLATION_DOWN
Myof,0.7975528174307138,0.0010321770071552,0.0340538122014967,UP,0.32667999999999997,25.0,0.42105263157894735,19,0.09437263157894737,RNA_UP_METHYLATION_UP
Hn1,-0.3741681301959385,0.0010352303459551,0.0341250542019008,DN,0.6521739130434783,23.0,0.6514642857142857,28,-0.0007096273291925526,RNA_DOWN_METHYLATION_DOWN
Lgals12,0.3339336398674875,0.0010384337313509,0.0342011150932933,UP,0.6555333333333333,15.0,0.7733333333333333,15,0.11780000000000002,RNA_UP_METHYLATION_UP
Trim30c,-0.4884452078852845,0.0010402259616398,0.0342306081101011,DN,0.7223333333333333,3.0,0.9578,5,0.2354666666666667,RNA_DOWN_METHYLATION_UP
Vps37a,0.3385643125181108,0.0010432779017116,0.0343014677555007,UP,0.1509433962264151,53.0,0.1953125,32,0.04436910377358491,RNA_UP_METHYLATION_UP
Bhlhe40,0.8545807305255675,0.0010455885053624,0.0343137063727608,UP,0.023821428571428573,28.0,0.008677083333333334,96,-0.01514434523809524,RNA_UP_METHYLATION_DOWN
Pcdhb20,0.6219265355404946,0.0010446526812021,0.0343137063727608,UP,0.5833333333333334,9.0,0.7142857142857143,7,0.13095238095238093,RNA_UP_METHYLATION_UP
Cdh5,-0.2882539893446295,0.0010463469091976,0.0343137063727608,DN,0.7857142857142857,35.0,0.8643255813953488,43,0.07861129568106306,RNA_DOWN_METHYLATION_UP
Gbp6,0.4305381544260029,0.0010474408493189,0.0343200962233492,UP,0.9081428571428571,7.0,0.8571428571428571,7,-0.051000000000000045,RNA_UP_METHYLATION_DOWN
Parp9,0.1548577070540542,0.0010485240482836,0.0343261234743422,UP,0.5667,10.0,0.5667,10,0.0,insufficient_WGBS_data
Hmga1,-0.3890709967287975,0.0010514675057956,0.0343635424924922,DN,0.13484,50.0,0.13591999999999999,50,0.0010799999999999976,RNA_DOWN_METHYLATION_UP
Epb4.1l5,0.5560269444477335,0.0010513090663558,0.0343635424924922,UP,0.4609375,16.0,0.6805555555555556,18,0.21961805555555558,RNA_UP_METHYLATION_UP
Cd200r1,0.2629304158183227,0.001052638784468,0.0343723932255887,UP,0.6756538461538462,26.0,0.6801666666666667,24,0.004512820512820537,RNA_UP_METHYLATION_UP
Zfyve9,0.5380966951389721,0.0010576030217603,0.0345049765355848,UP,1.0,6.0,0.8788181818181818,11,-0.12118181818181817,RNA_UP_METHYLATION_DOWN
AK036535,-0.2560188995076777,0.0010599127686904,0.0345508029090124,DN,0.8333333333333334,6.0,1.0,6,0.16666666666666663,RNA_DOWN_METHYLATION_UP
Trim28,-0.1884323981431794,0.0010630227011799,0.0345673080717949,DN,0.33128124999999997,32.0,0.09522857142857144,35,-0.23605267857142853,RNA_DOWN_METHYLATION_DOWN
Skiv2l2,-0.1393573292723644,0.0010631357978698,0.0345673080717949,DN,0.17083333333333334,36.0,0.10833999999999999,50,-0.062493333333333345,RNA_DOWN_METHYLATION_DOWN
Mfsd11,0.1516285470521534,0.0010617240220037,0.0345673080717949,UP,0.0,103.0,0.0,146,0.0,insufficient_WGBS_data
Tnfrsf1b,0.3153254119902904,0.0010643090941171,0.0345760057367131,UP,0.7666999999999999,20.0,0.4621363636363636,22,-0.3045636363636363,RNA_UP_METHYLATION_DOWN
Lpar6,1.1505161616743915,0.0010684959721838,0.0346236233023788,UP,0.829125,8.0,0.8333333333333334,6,0.0042083333333333695,RNA_UP_METHYLATION_UP
Pigy,0.2868170169233837,0.0010670332967559,0.0346236233023788,UP,0.75,12.0,0.6868461538461539,13,-0.06315384615384612,RNA_UP_METHYLATION_DOWN
Naa35,0.3180700648121357,0.0010683736297052,0.0346236233023788,UP,0.12151025641025641,39.0,0.1945121951219512,41,0.07300193871169479,RNA_UP_METHYLATION_UP
Gbp9,0.2854361647128467,0.0010701626866776,0.0346482188938595,UP,0.3333333333333333,6.0,0.5,8,0.16666666666666669,RNA_UP_METHYLATION_UP
HAG_007908,0.9357384076122544,0.0010740227633351,0.0347225410392399,UP,,,1.0,1,,insufficient_WGBS_data
Fabp4,-0.6023011034017145,0.0010742775062177,0.0347225410392399,DN,0.9230769230769231,13.0,0.9444444444444444,9,0.02136752136752129,RNA_DOWN_METHYLATION_UP
Dscc1,-0.5195842118859129,0.0010783658289361,0.0348059285894285,DN,0.38334999999999997,20.0,0.31019444444444444,36,-0.07315555555555553,RNA_DOWN_METHYLATION_DOWN
HAG_033653,-0.460654382626033,0.0010786810625928,0.0348059285894285,DN,0.8251,10.0,0.869,9,0.04390000000000005,RNA_DOWN_METHYLATION_UP
Cadm3,0.8130392947806624,0.0010811204961901,0.0348551786998067,UP,0.45926666666666666,15.0,0.31746153846153846,26,-0.1418051282051282,RNA_UP_METHYLATION_DOWN
HAG_009609,-0.329713812890902,0.0010845511883284,0.0349362767602303,DN,0.6539285714285714,28.0,0.6494482758620691,29,-0.0044802955665023125,RNA_DOWN_METHYLATION_DOWN
Krt18,0.570571594050115,0.0010870357767094,0.0349867872416142,UP,0.6007142857142856,35.0,0.4675125,24,-0.13320178571428565,RNA_UP_METHYLATION_DOWN
Copz2,0.4138293736989733,0.0010925510614716,0.0351346749102757,UP,0.61668,25.0,0.5793157894736842,38,-0.03736421052631578,RNA_UP_METHYLATION_DOWN
Rps6kc1,-0.3344234279381552,0.0010939486961974,0.0351500081071109,DN,0.5475714285714286,7.0,0.18588235294117647,34,-0.3616890756302521,RNA_DOWN_METHYLATION_DOWN
Gata3,0.3976118236266339,0.0010950819678971,0.0351514709275314,UP,0.01607017543859649,57.0,0.015807692307692307,52,-0.0002624831309041842,RNA_UP_METHYLATION_DOWN
Ehd1,-0.2957703323396563,0.001095835963632,0.0351514709275314,DN,0.11354687499999999,64.0,0.23500000000000001,20,0.12145312500000002,RNA_DOWN_METHYLATION_UP
Twf2,-0.2606280064918538,0.0010993107469112,0.0352037666368245,DN,0.29411764705882354,17.0,0.22413793103448276,29,-0.06997971602434078,RNA_DOWN_METHYLATION_DOWN
Col23a1,-0.3556709380561631,0.0010989628678448,0.0352037666368245,DN,0.37709375,32.0,0.3251951219512195,41,-0.05189862804878048,RNA_DOWN_METHYLATION_DOWN
HNG_037873,-0.5400877955937874,0.0011008931614401,0.0352248899903564,DN,0.9122631578947368,19.0,0.9484285714285715,21,0.036165413533834734,RNA_DOWN_METHYLATION_UP
AK145253,-0.3373790567056569,0.0011018853627135,0.035225890149002,DN,0.9964999999999999,26.0,0.9387307692307693,26,-0.057769230769230684,RNA_DOWN_METHYLATION_DOWN
Gfod1,-0.3171676916607531,0.0011027700599407,0.035225890149002,DN,0.27847222222222223,72.0,0.3672666666666667,60,0.08879444444444445,RNA_DOWN_METHYLATION_UP
Lonrf2,1.0495362492824074,0.0011047194381289,0.0352291983226897,UP,0.8441428571428571,14.0,0.9686470588235293,17,0.12450420168067222,RNA_UP_METHYLATION_UP
Cwc15,-0.1381821122192619,0.0011041178833725,0.0352291983226897,DN,0.20593617021276597,47.0,0.2388958333333333,48,0.032959663120567334,RNA_DOWN_METHYLATION_UP
Esam,0.4266572556011851,0.0011147268836713,0.0354538254330238,UP,0.2156764705882353,34.0,0.12719298245614036,57,-0.08848348813209495,RNA_UP_METHYLATION_DOWN
4933421E11Rik,0.2303536716276903,0.0011154784749308,0.0354538254330238,UP,0.4,15.0,0.42857142857142855,14,0.028571428571428525,RNA_UP_METHYLATION_UP
Cd2bp2,-0.1152646454135704,0.0011146523664879,0.0354538254330238,DN,0.4318181818181818,33.0,0.3555869565217391,46,-0.07623122529644272,RNA_DOWN_METHYLATION_DOWN
Diap3,-0.2771813363014734,0.0011134785114761,0.0354538254330238,DN,0.35569999999999996,30.0,0.4195957446808511,47,0.06389574468085113,RNA_DOWN_METHYLATION_UP
H19,-0.5383175827743587,0.0011261748468765,0.0357640151871638,DN,0.7528055555555557,36.0,0.8297631578947368,38,0.07695760233918103,RNA_DOWN_METHYLATION_UP
Ung,-0.4130952007370334,0.0011271925870822,0.0357665797457209,DN,0.6875312499999999,32.0,0.794,34,0.10646875000000011,RNA_DOWN_METHYLATION_UP
HNG_009578,-0.7999419514964801,0.0011303101361774,0.0358355456206392,DN,0.8851851851851852,27.0,0.8909583333333334,24,0.005773148148148222,RNA_DOWN_METHYLATION_UP
Snx14,0.4177459349966277,0.0011312436464652,0.0358355456206392,UP,0.14545454545454548,44.0,0.138625,48,-0.006829545454545477,RNA_UP_METHYLATION_DOWN
Csk,-0.129402946619809,0.0011333511352206,0.0358725369267365,DN,0.23669565217391303,23.0,0.03508771929824561,57,-0.20160793287566742,RNA_DOWN_METHYLATION_DOWN
HNG_041900,0.1352193475792815,0.001136057396687,0.0359284034352419,UP,0.6666666666666666,3.0,0.3333333333333333,3,-0.3333333333333333,RNA_UP_METHYLATION_DOWN
Rap1gap2,0.7604192411414621,0.0011378587409882,0.0359555826663921,UP,0.3519971428571429,35.0,0.4325116279069767,43,0.08051448504983383,RNA_UP_METHYLATION_UP
Zmynd12,0.1072828743412151,0.0011395970338667,0.0359807262007941,UP,0.14530434782608695,46.0,0.156,39,0.01069565217391305,RNA_UP_METHYLATION_UP
HNG_026623,0.5978321707801729,0.0011421831022652,0.0360325730410483,UP,0.9444166666666667,12.0,0.8212727272727272,11,-0.12314393939393953,RNA_UP_METHYLATION_DOWN
Epb4.1l3,-1.0309998057044196,0.0011454231633299,0.0361049487949057,DN,0.37168,25.0,0.2753478260869565,23,-0.0963321739130435,RNA_DOWN_METHYLATION_DOWN
1600002K03Rik,-0.2416875869714636,0.0011514788352784,0.0362476232739911,DN,0.9232222222222224,72.0,0.9568965517241379,58,0.03367432950191551,RNA_DOWN_METHYLATION_UP
Snrpa1,-0.2548484157165029,0.001151848659524,0.0362476232739911,DN,0.46875,16.0,0.5368125,16,0.06806250000000003,RNA_DOWN_METHYLATION_UP
Runx1t1,1.1030760277529672,0.001157203276627,0.0363861313635986,UP,0.31926315789473686,19.0,0.2375,8,-0.08176315789473687,RNA_UP_METHYLATION_DOWN
Gna14,-0.8285830252144504,0.0011602585261963,0.0364195738953461,DN,0.6118636363636363,22.0,0.4383529411764706,34,-0.17351069518716566,RNA_DOWN_METHYLATION_DOWN
8430419L09Rik,-0.2404778042077477,0.0011593589082421,0.0364195738953461,DN,0.3109230769230769,26.0,0.5375,20,0.22657692307692306,RNA_DOWN_METHYLATION_UP
Csrnp3,-0.3378146131174617,0.0011611291373424,0.0364195738953461,DN,0.7242727272727273,11.0,0.725,20,0.0007272727272726875,RNA_DOWN_METHYLATION_UP
Btbd3,0.1865192828542614,0.0011624751461026,0.036431856549286,UP,0.8571428571428571,7.0,0.3516666666666667,15,-0.5054761904761904,RNA_UP_METHYLATION_DOWN
Gstm6,0.7844744657823319,0.0011635223051474,0.0364347608138546,UP,0.8884615384615385,13.0,0.8757727272727274,22,-0.012688811188811155,RNA_UP_METHYLATION_DOWN
HNG_042061,-0.6057059514791474,0.0011649478067916,0.0364494980990579,DN,0.9612258064516128,31.0,0.95835,40,-0.0028758064516127835,RNA_DOWN_METHYLATION_DOWN
Hadha,-0.1536508905758467,0.001166359328545,0.0364637741926463,DN,0.08148148148148149,27.0,0.04455813953488372,43,-0.03692334194659777,RNA_DOWN_METHYLATION_DOWN
Nek6,-0.4240698076044014,0.0011696756515695,0.0365375278000933,DN,0.2390625,16.0,0.662,7,0.4229375,RNA_DOWN_METHYLATION_UP
Casp7,-0.1715131550869557,0.0011758445865246,0.0366318383570584,DN,0.38658333333333333,36.0,0.37920408163265307,49,-0.007379251700680267,RNA_DOWN_METHYLATION_DOWN
AK165338,0.1811194101615204,0.0011765334230785,0.0366318383570584,UP,0.9023928571428571,28.0,0.767375,24,-0.13501785714285708,RNA_UP_METHYLATION_DOWN
Kctd14,-0.3709685588046909,0.0011744948024933,0.0366318383570584,DN,1.0,7.0,0.9871538461538462,13,-0.01284615384615384,RNA_DOWN_METHYLATION_DOWN
Thy1,-0.6040978174031442,0.0011746197039042,0.0366318383570584,DN,0.4111333333333333,15.0,0.43857894736842107,19,0.027445614035087773,RNA_DOWN_METHYLATION_UP
Cacna1d,0.5362458067925426,0.0011775362878116,0.0366331827044377,UP,0.953125,16.0,0.9583181818181817,22,0.005193181818181736,RNA_UP_METHYLATION_UP
Rassf4,-1.01924633587506,0.0011805023607148,0.036695550580789,DN,0.3720909090909091,44.0,0.336,50,-0.03609090909090906,RNA_DOWN_METHYLATION_DOWN
Rtp4,0.9173287947418078,0.0011839469664553,0.0367427834175084,UP,0.2222222222222222,18.0,0.3331578947368421,19,0.11093567251461989,RNA_UP_METHYLATION_UP
Cldn13,-1.3940451762199202,0.0011831220203441,0.0367427834175084,DN,0.9473684210526315,19.0,0.9565789473684211,19,0.009210526315789558,RNA_DOWN_METHYLATION_UP
Cd4,-0.7918794129446755,0.0011869538641639,0.0368061762005397,DN,0.92365,20.0,0.8525238095238095,21,-0.07112619047619051,RNA_DOWN_METHYLATION_DOWN
Sbk2,0.121312457200562,0.0011915951959915,0.0369201069978806,UP,0.49943478260869567,23.0,0.44543999999999995,25,-0.053994782608695724,RNA_UP_METHYLATION_DOWN
Spns3,-0.7569150030207279,0.0012115005636961,0.0374760125748845,DN,0.22058823529411764,17.0,0.24858823529411764,17,0.027999999999999997,RNA_DOWN_METHYLATION_UP
Csrp2,0.648574764551404,0.0012106389176663,0.0374760125748845,UP,0.07800000000000001,47.0,0.115,50,0.03699999999999999,RNA_UP_METHYLATION_UP
Evc,0.950756126649237,0.0012149822517834,0.0375532813887276,UP,0.27697560975609753,41.0,0.1497017543859649,57,-0.12727385537013264,RNA_UP_METHYLATION_DOWN
1190002F15Rik,-0.5190960028775407,0.0012163375068603,0.0375647534885717,DN,0.0,95.0,0.0,64,0.0,insufficient_WGBS_data
Slc1a6,0.3929923546924992,0.0012175968994211,0.0375732488639485,UP,0.1625,24.0,0.18345652173913043,46,0.02095652173913043,RNA_UP_METHYLATION_UP
Snn,0.2660608057682792,0.001219689393109,0.0376074180240364,UP,0.5017812500000001,32.0,0.38550930232558145,43,-0.11627194767441862,RNA_UP_METHYLATION_DOWN
Cxcr1,1.2719910670376624,0.0012209141381965,0.0376147978072951,UP,0.5086999999999999,10.0,0.44647619047619047,21,-0.06222380952380946,RNA_UP_METHYLATION_DOWN
Pdgfb,0.6030681113838838,0.0012312064265284,0.0378951132568763,UP,0.4053181818181818,22.0,0.46334615384615385,26,0.05802797202797205,RNA_UP_METHYLATION_UP
Zfp943,0.3813091336645708,0.0012319982068475,0.0378951132568763,UP,0.2734736842105263,19.0,0.13714285714285715,35,-0.13633082706766916,RNA_UP_METHYLATION_DOWN
Gabrd,0.4731491250713889,0.0012344322155145,0.0379088869916509,UP,0.9722222222222222,9.0,0.26666666666666666,42,-0.7055555555555555,RNA_UP_METHYLATION_DOWN
Pola1,-0.3551802916912958,0.0012336239940198,0.0379088869916509,DN,0.13793103448275862,29.0,0.16176470588235295,34,0.02383367139959433,RNA_DOWN_METHYLATION_UP
Casp1,0.3061203861184545,0.0012380224597827,0.0379885798511484,UP,0.9047142857142857,7.0,0.49995,4,-0.4047642857142857,RNA_UP_METHYLATION_DOWN
Rps4y2,-1.125980340823892,0.001241416174728,0.0380315716065172,DN,0.8039000000000001,30.0,0.9546875,32,0.15078749999999996,RNA_DOWN_METHYLATION_UP
Phldb3,-0.5732147313442892,0.0012411521999084,0.0380315716065172,DN,0.3266666666666667,30.0,0.2564102564102564,39,-0.07025641025641033,RNA_DOWN_METHYLATION_DOWN
F2,0.6514809628303181,0.00124518463458,0.0380378489326531,UP,0.975,8.0,1.0,11,0.025000000000000022,RNA_UP_METHYLATION_UP
Il1r1,0.3013359952531527,0.0012462459821163,0.0380378489326531,UP,0.7010624999999999,16.0,0.65005,20,-0.051012499999999905,RNA_UP_METHYLATION_DOWN
Prkar1b,0.4887285106620693,0.0012468015376086,0.0380378489326531,UP,0.8642222222222222,9.0,0.9551538461538461,13,0.0909316239316239,RNA_UP_METHYLATION_UP
Antxr2,-0.7915894272774953,0.00124529411311,0.0380378489326531,DN,0.2857142857142857,49.0,0.31762264150943403,53,0.031908355795148335,RNA_DOWN_METHYLATION_UP
Peg12,0.3804199300884314,0.0012475999911893,0.0380378489326531,UP,0.625,8.0,0.7272727272727273,11,0.10227272727272729,RNA_UP_METHYLATION_UP
Eaf1,-0.2467882502254736,0.0012444270018673,0.0380378489326531,DN,0.23170731707317074,41.0,0.1956521739130435,46,-0.036055143160127257,RNA_DOWN_METHYLATION_DOWN
Nrp2,0.4831799717903617,0.0012541562870068,0.0382072256884487,UP,0.15263157894736842,38.0,0.5238181818181818,11,0.3711866028708134,RNA_UP_METHYLATION_UP
Poc1a,-0.3213946926995819,0.0012568442373603,0.0382280942059901,DN,0.330258064516129,31.0,0.2763548387096774,31,-0.05390322580645157,RNA_DOWN_METHYLATION_DOWN
Dhrs3,0.8461006010283025,0.0012566926983567,0.0382280942059901,UP,0.09803508771929825,57.0,0.14146511627906977,43,0.043430028559771516,RNA_UP_METHYLATION_UP
Mapk11,0.8336182497261957,0.0012595357574392,0.0382516271443747,UP,0.2857142857142857,28.0,0.26999999999999996,20,-0.015714285714285736,RNA_UP_METHYLATION_DOWN
Rcc1,-0.3661382698404356,0.0012616262856221,0.0382516271443747,DN,0.8461538461538461,13.0,0.56384,25,-0.28231384615384614,RNA_DOWN_METHYLATION_DOWN
Pde7a,-0.1571145080592684,0.001261261566952,0.0382516271443747,DN,0.11408450704225352,71.0,0.12666666666666668,75,0.012582159624413156,RNA_DOWN_METHYLATION_UP
Col3a1,-1.5339953306094138,0.0012612603142809,0.0382516271443747,DN,0.75,6.0,0.8095,6,0.0595,RNA_DOWN_METHYLATION_UP
Ppm1g,-0.2285208896401229,0.0012679716812398,0.0384135039811795,DN,0.2089285714285714,28.0,0.07175000000000001,36,-0.1371785714285714,RNA_DOWN_METHYLATION_DOWN
Parp16,0.2214452265315696,0.0012694260842805,0.0384270677947308,UP,0.85,15.0,0.5178571428571429,14,-0.3321428571428571,RNA_UP_METHYLATION_DOWN
Dis3l2,-0.1283752562552935,0.001271804609171,0.038440696258219,DN,0.7448888888888889,18.0,0.3236590909090909,44,-0.42122979797979804,RNA_DOWN_METHYLATION_DOWN
"3110001I22Rik,Bfar",-0.1648638160427316,0.0012728974135593,0.038440696258219,DN,0.5345555555555556,27.0,0.6093809523809524,21,0.0748253968253968,RNA_DOWN_METHYLATION_UP
Lpin3,1.0246767503462602,0.0012727262152205,0.038440696258219,UP,0.9871538461538462,13.0,0.8147692307692308,13,-0.17238461538461536,RNA_UP_METHYLATION_DOWN
Wnk4,0.9435694005270264,0.0012847782662017,0.0387688189545069,UP,0.5275000000000001,20.0,0.3019545454545454,22,-0.22554545454545466,RNA_UP_METHYLATION_DOWN
Bhlhe41,0.8686184499229921,0.0012864559147725,0.0387887797620037,UP,0.0273972602739726,73.0,0.0,35,-0.0273972602739726,RNA_UP_METHYLATION_DOWN
HAG_011559,0.6957852158576521,0.0012930367485375,0.038853234385258,UP,0.8188260869565217,23.0,0.8057741935483871,31,-0.013051893408134618,RNA_UP_METHYLATION_DOWN
Slfn3,-0.2232840674744931,0.001293682827823,0.038853234385258,DN,0.7647058823529411,17.0,0.6375,16,-0.12720588235294117,RNA_DOWN_METHYLATION_DOWN
Mthfd1,-0.4717854558774492,0.0012935457318547,0.038853234385258,DN,0.5041428571428571,28.0,0.3897058823529412,34,-0.11443697478991594,RNA_DOWN_METHYLATION_DOWN
Cpd,0.4912256861670014,0.0012927247694837,0.038853234385258,UP,0.5321851851851852,27.0,0.32827272727272727,33,-0.20391245791245793,RNA_UP_METHYLATION_DOWN
Xrcc6,-0.2999562649411444,0.0012901407476735,0.038853234385258,DN,0.24857575757575756,33.0,0.07258064516129033,62,-0.17599511241446725,RNA_DOWN_METHYLATION_DOWN
B4galnt4,0.8009901062950453,0.0012994324062416,0.0389952309835357,UP,0.12635135135135134,37.0,0.3225,60,0.19614864864864867,RNA_UP_METHYLATION_UP
2310030G06Rik,0.7504162197854628,0.0013013240109971,0.0390213198332934,UP,0.6913703703703704,27.0,0.6914266666666666,30,5.6296296296221016e-05,RNA_UP_METHYLATION_UP
Kcnab2,-0.4550493140326246,0.0013126974278552,0.03926981678377,DN,0.36665714285714285,35.0,0.3883863636363637,44,0.021729220779220848,RNA_DOWN_METHYLATION_UP
HAG_016041,0.419101608236784,0.0013119593344343,0.03926981678377,UP,1.0,20.0,0.9,20,-0.09999999999999998,RNA_UP_METHYLATION_DOWN
Hspa14,-0.1804264379005298,0.001311508717999,0.03926981678377,DN,0.15832142857142856,28.0,0.19522857142857145,35,0.03690714285714289,RNA_DOWN_METHYLATION_UP
HAG_010489,0.2894964578641392,0.001317135125279,0.0393717165247862,UP,0.6431176470588236,17.0,0.8093333333333333,27,0.16621568627450978,RNA_UP_METHYLATION_UP
Ppm1d,-0.1753070589711711,0.0013205326650673,0.0394423888035615,DN,0.14095238095238097,63.0,0.11529230769230771,65,-0.02566007326007326,RNA_DOWN_METHYLATION_DOWN
Gm13710,-0.2813689283640082,0.00132568972144,0.0395654636800705,DN,1.0,18.0,0.9318181818181818,22,-0.06818181818181823,RNA_DOWN_METHYLATION_DOWN
Klhl22,-0.2744008648053215,0.0013282930959564,0.0395930289932254,DN,0.33131875,32.0,0.3798333333333333,30,0.048514583333333305,RNA_DOWN_METHYLATION_UP
Svop,0.0996718836546406,0.0013289821393886,0.0395930289932254,UP,0.35907999999999995,25.0,0.4450454545454546,22,0.08596545454545462,RNA_UP_METHYLATION_UP
Cmklr1,0.561045834276455,0.0013297250122947,0.0395930289932254,UP,0.4391764705882353,17.0,0.5196666666666666,15,0.08049019607843133,RNA_UP_METHYLATION_UP
Hist1h2bm,-0.2104074179072428,0.0013373538479983,0.0397891434807417,DN,0.3224782608695652,23.0,0.20930232558139536,43,-0.11317593528816985,RNA_DOWN_METHYLATION_DOWN
Slc6a3,0.7858973590210663,0.0013386664542534,0.0397971774857979,UP,0.07969565217391304,23.0,0.18186363636363634,22,0.1021679841897233,RNA_UP_METHYLATION_UP
Asph,0.32959404570272,0.0013406843373546,0.0398261498252944,UP,0.24630000000000002,30.0,0.31875,32,0.07244999999999996,RNA_UP_METHYLATION_UP
Maneal,-0.4163920878012011,0.0013462266363306,0.0399286427055276,DN,0.36551724137931035,29.0,0.42500000000000004,36,0.05948275862068969,RNA_DOWN_METHYLATION_UP
Ercc6l,-0.4102921956901033,0.0013461241799301,0.0399286427055276,DN,0.46923076923076923,13.0,0.4,10,-0.0692307692307692,RNA_DOWN_METHYLATION_DOWN
Jazf1,0.5814882988600414,0.0013564967059961,0.0399583433918646,UP,0.2918139534883721,43.0,0.6333333333333333,24,0.3415193798449612,RNA_UP_METHYLATION_UP
Camkk1,0.7473930165509257,0.0013533240431714,0.0399583433918646,UP,0.07142857142857142,28.0,0.17665,40,0.10522142857142858,RNA_UP_METHYLATION_UP
Rps6ka6,0.8179019297205969,0.0013565395007362,0.0399583433918646,UP,0.3333333333333333,6.0,0.65,5,0.3166666666666667,RNA_UP_METHYLATION_UP
Vcam1,-1.209255975477867,0.0013568234411139,0.0399583433918646,DN,0.6872727272727274,11.0,0.6,10,-0.08727272727272739,RNA_DOWN_METHYLATION_DOWN
HAG_023814,-0.2880633914257897,0.0013576959912828,0.0399583433918646,DN,0.8875000000000001,24.0,0.8221600000000001,25,-0.06533999999999995,RNA_DOWN_METHYLATION_DOWN
Bcl2l14,0.3716252781561882,0.0013539283181916,0.0399583433918646,UP,0.8657,10.0,0.8351,10,-0.03060000000000007,RNA_UP_METHYLATION_DOWN
AK007998,0.2571432425497448,0.0013484218823146,0.0399583433918646,UP,0.1356206896551724,29.0,0.01971875,96,-0.1159019396551724,RNA_UP_METHYLATION_DOWN
Mpp7,0.2726640604920529,0.0013561344228575,0.0399583433918646,UP,0.17946153846153848,13.0,0.21428571428571427,14,0.034824175824175796,RNA_UP_METHYLATION_UP
